State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,Unemployment
California,Trinity County,13037,6603,6434,7.2,82.8,0.8,4.3,1.1,0.9,36563,23575,19.9,9.6
California,Tulare County,458809,229488,229321,63.6,29.5,1.3,0.7,3.2,0.1,44871,18962,27.1,10.0
California,Tuolumne County,53899,28029,25870,11.8,80.8,1.7,1.3,1.1,0.2,54325,31570,13.6,7.9
California,Ventura County,847834,419536,428298,42.3,46.1,1.6,0.3,7.0,0.1,81972,35771,10.3,6.6
California,Yolo County,212605,103617,108988,31.4,47.5,2.2,0.3,13.6,0.4,61621,30615,19.4,7.2
California,Yuba County,74644,38081,36563,27.4,56.3,3.2,1.0,6.3,0.3,51776,22814,18.5,9.9
Colorado,Adams County,487850,245840,242010,39.3,51.1,3.0,0.5,3.8,0.1,64087,27487,12.2,5.1
Colorado,Alamosa County,16345,8085,8260,45.8,48.6,1.6,1.3,1.0,0.2,36315,19217,27.8,9.9
Colorado,Arapahoe County,626612,309190,317422,18.9,61.3,10.2,0.3,5.6,0.2,69553,36951,9.9,5.2
Colorado,Archuleta County,12592,6400,6192,18.3,76.7,1.1,2.1,0.7,0.0,48016,29344,11.6,5.4
Colorado,Baca County,3581,1732,1849,10.5,85.7,1.5,1.1,0.0,0.0,35898,22853,19.5,4.5
Colorado,Bent County,5806,3767,2039,32.0,60.8,6.1,0.5,0.4,0.0,32500,14028,24.5,9.3
Colorado,Boulder County,316782,159112,157670,13.8,78.2,0.8,0.2,4.5,0.1,75669,42119,13.1,5.2
Colorado,Broomfield County,64283,31920,32363,12.1,77.6,1.0,0.3,6.4,0.0,85639,43736,5.2,4.0
Colorado,Chaffee County,18818,10056,8762,10.1,85.3,1.6,0.4,0.8,0.0,53762,28907,9.6,2.5
Colorado,Cheyenne County,2127,1086,1041,14.9,80.0,0.0,0.0,3.1,0.1,54907,23698,11.8,8.1
Colorado,Clear Creek County,9257,4752,4505,6.1,89.9,0.9,0.1,0.9,0.2,68534,41257,6.8,3.2
Colorado,Conejos County,8147,4084,4063,53.4,43.9,0.3,1.5,0.1,0.1,35657,19047,21.1,9.4
Colorado,Costilla County,3628,1958,1670,63.8,32.1,0.4,0.1,1.5,0.0,29000,20737,29.6,9.1
Colorado,Crowley County,5514,3752,1762,30.7,62.4,4.3,1.1,0.4,0.0,35292,14393,24.6,21.4
Colorado,Custer County,4505,2200,2305,4.6,89.7,2.5,1.0,0.0,0.1,41330,26032,15.7,8.7
Colorado,Delta County,30217,15221,14996,15.0,81.6,0.6,0.9,0.8,0.0,42487,25546,16.5,8.5
Colorado,Denver County,678467,339400,339067,30.5,53.6,9.2,0.5,3.5,0.1,60098,38991,15.1,4.5
Colorado,Dolores County,1736,946,790,4.6,91.3,0.0,0.8,0.0,0.0,40352,23190,14.1,0.4
Colorado,Douglas County,320940,159804,161136,8.3,83.3,1.1,0.1,4.4,0.1,111154,48725,3.6,3.3
Colorado,Eagle County,53726,28560,25166,29.6,67.3,0.8,0.4,0.9,0.1,83803,40450,7.7,2.7
Colorado,Elbert County,24553,12442,12111,6.5,89.4,0.6,0.5,0.6,0.0,92849,42522,4.8,3.6
Colorado,El Paso County,674826,340118,334708,16.5,69.9,5.8,0.4,2.7,0.4,62535,31217,11.1,6.8
Colorado,Fremont County,46601,27073,19528,13.0,79.5,4.5,1.0,0.7,0.1,44712,20919,15.8,6.2
Colorado,Garfield County,57945,29334,28611,28.1,68.6,0.4,0.5,0.8,0.0,66503,31483,9.6,5.4
Colorado,Gilpin County,5793,3108,2685,9.2,86.2,0.6,1.3,0.3,0.0,72544,45110,5.6,3.3
Colorado,Grand County,14793,7997,6796,8.1,86.9,0.4,0.0,1.9,0.7,66489,32919,13.1,4.6
Colorado,Gunnison County,16215,8795,7420,9.1,87.4,0.3,0.8,0.5,0.1,52651,27669,14.1,7.3
Colorado,Hinsdale County,820,384,436,6.0,90.9,0.0,1.6,0.0,0.0,53056,29574,12.0,4.1
Colorado,Huerfano County,6498,3230,3268,34.7,64.2,0.2,0.3,0.1,0.0,35801,25547,14.8,7.9
Colorado,Jackson County,1372,676,696,24.4,74.9,0.0,0.4,0.0,0.0,45994,24299,12.8,1.8
Colorado,Jefferson County,564029,280635,283394,15.2,78.7,1.0,0.4,2.7,0.1,75170,40187,7.8,4.3
Colorado,Kiowa County,1368,687,681,4.4,88.0,0.6,0.0,0.0,0.0,39250,23621,10.6,3.1
Colorado,Kit Carson County,7846,4392,3454,19.2,76.3,3.2,0.1,0.4,0.5,45881,26125,11.5,5.3
Colorado,Lake County,7481,4079,3402,33.9,64.3,0.1,0.0,0.6,0.0,46176,28492,12.8,5.7
Colorado,La Plata County,54469,27424,27045,12.6,79.0,0.5,5.2,0.6,0.0,62533,34501,9.6,4.4
Colorado,Larimer County,330976,164920,166056,11.2,83.2,0.9,0.5,2.0,0.1,64980,34087,12.4,5.3
Colorado,Las Animas County,14151,7323,6828,42.4,52.7,0.8,2.1,0.8,0.0,40586,24268,17.0,7.8
Colorado,Lincoln County,5520,3522,1998,22.7,66.4,9.0,1.0,0.2,0.3,44725,14765,14.0,3.7
Colorado,Logan County,21885,11723,10162,15.5,78.1,1.1,0.7,1.0,0.0,44876,24595,16.8,6.2
Colorado,Mesa County,148798,73478,75320,14.2,81.8,0.7,0.6,0.7,0.1,51971,27612,16.0,8.0
Colorado,Mineral County,834,433,401,12.6,83.8,1.6,0.0,0.4,0.0,50385,33018,12.0,1.6
Colorado,Moffat County,13056,6772,6284,14.9,81.4,1.0,0.5,0.1,0.6,53010,27331,10.1,3.6
Colorado,Montezuma County,25770,12664,13106,12.2,73.1,0.2,11.8,0.1,0.1,45645,24440,16.8,5.9
Colorado,Montrose County,40908,20182,20726,20.5,76.2,0.4,0.5,0.7,0.3,44865,24308,17.8,8.0
Colorado,Morgan County,28123,13997,14126,35.8,59.2,2.9,0.3,0.5,0.1,51456,24077,9.3,4.5
Colorado,Otero County,18325,8957,9368,41.5,54.5,0.7,0.5,1.0,0.9,35051,20358,22.9,9.3
Colorado,Ouray County,4653,2198,2455,5.7,92.5,0.0,0.3,0.5,0.1,61333,35544,10.4,5.9
Colorado,Park County,16900,8935,7965,5.9,89.7,0.1,1.1,1.0,0.7,61644,34377,6.6,4.6
Colorado,Phillips County,4327,2249,2078,20.1,77.4,0.2,0.3,0.4,0.0,50076,27790,8.1,2.0
Colorado,Pitkin County,17747,9363,8384,9.8,85.7,1.2,0.2,1.4,0.0,67755,65800,7.1,4.3
Colorado,Prowers County,12084,6111,5973,37.2,60.0,0.4,0.2,0.6,0.0,41740,22033,18.3,8.4
Colorado,Pueblo County,163368,80330,83038,42.7,52.4,1.6,0.5,0.7,0.1,42386,23110,19.8,9.3
Colorado,Rio Blanco County,6557,3325,3232,9.9,88.3,0.3,0.1,0.1,0.1,57991,28185,11.8,6.3
Colorado,Rio Grande County,11430,5729,5701,44.6,52.2,0.3,1.7,0.2,0.2,38534,22412,18.1,8.8
Colorado,Routt County,24359,12675,11684,6.9,89.8,0.8,0.5,1.1,0.0,67472,38111,10.7,3.1
Colorado,Saguache County,6338,3141,3197,37.0,58.3,0.0,1.0,1.1,0.0,34765,22267,21.0,7.7
Colorado,San Juan County,569,301,268,13.4,86.1,0.0,0.5,0.0,0.0,46397,28889,3.3,9.8
Colorado,San Miguel County,7804,4150,3654,9.9,86.9,0.2,0.4,1.0,0.0,62243,42015,10.5,3.8
Colorado,Sedgwick County,2357,1176,1181,11.2,82.5,1.3,0.5,1.5,0.0,49583,24666,17.0,6.8
Colorado,Summit County,29722,16218,13504,14.0,81.9,0.9,0.3,0.4,0.2,73538,37192,10.3,3.3
Colorado,Teller County,23769,11926,11843,6.2,89.5,0.7,0.4,1.0,0.0,66809,34974,7.5,6.7
Colorado,Washington County,4809,2485,2324,9.6,87.8,0.9,0.3,0.5,0.0,51458,26279,9.9,4.2
Colorado,Weld County,285729,143783,141946,29.0,66.4,1.0,0.4,1.3,0.1,66489,29226,11.2,5.3
Colorado,Yuma County,10109,5010,5099,22.6,75.7,0.5,0.3,0.0,0.0,44668,24789,14.3,2.4
Connecticut,Fairfield County,947328,461380,485948,19.0,62.8,10.4,0.1,5.1,0.0,89773,53433,8.8,7.6
Connecticut,Hartford County,897417,435729,461688,17.3,62.5,12.8,0.1,5.0,0.0,69936,37817,11.2,7.4
Connecticut,Litchfield County,184454,91198,93256,5.7,89.4,1.5,0.1,1.9,0.0,76438,40619,6.8,6.0
Connecticut,Middlesex County,164110,80227,83883,5.9,84.4,4.9,0.1,2.9,0.0,81673,43695,7.2,5.1
Connecticut,New Haven County,862127,415863,446264,17.2,64.1,12.3,0.1,3.9,0.0,64872,35085,12.1,7.7
Connecticut,New London County,270772,135581,135191,10.0,76.2,5.2,0.5,4.1,0.0,69411,36881,9.9,7.0
Connecticut,Tolland County,151596,76162,75434,5.2,85.4,2.9,0.0,4.4,0.0,81312,37830,6.5,5.8
Connecticut,Windham County,116674,57906,58768,11.1,83.5,1.8,0.0,1.3,0.0,62553,29993,11.1,7.6
Delaware,Kent County,173145,83544,89601,6.8,62.7,24.1,0.6,2.0,0.0,57647,27420,13.0,6.7
Delaware,New Castle County,555036,268818,286218,9.6,58.5,24.1,0.2,5.4,0.0,68336,34541,11.9,6.5
Delaware,Sussex County,215551,104514,111037,9.2,74.9,12.1,0.4,1.2,0.0,57901,31874,12.0,6.1
District of Columbia,District of Columbia,672391,319046,353345,10.7,36.0,46.9,0.2,3.7,0.0,77649,50832,17.4,8.0
Florida,Alachua County,259865,125712,134153,9.3,62.0,19.8,0.3,5.9,0.1,45478,26431,23.3,6.6
Florida,Baker County,27537,14422,13115,2.4,81.9,13.8,0.4,0.7,0.0,59506,22440,17.2,5.8
Florida,Bay County,180117,89542,90575,6.0,77.3,10.7,0.7,2.3,0.0,50283,26742,15.4,6.4
Florida,Bradford County,26775,14754,12021,3.8,74.5,19.1,0.3,0.6,0.0,46106,19656,18.8,7.6
Florida,Brevard County,568183,277666,290517,9.7,75.3,9.8,0.3,2.4,0.1,51536,29405,13.4,7.6
Florida,Broward County,1890416,920265,970151,28.4,38.2,27.4,0.2,3.5,0.0,54895,30109,14.0,7.6
Florida,Calhoun County,14458,7872,6586,5.8,76.9,12.8,0.9,0.8,0.0,36237,15927,12.9,8.6
Florida,Charlotte County,173236,84432,88804,6.9,84.4,5.5,0.3,1.2,0.0,46511,29243,12.0,8.9
Florida,Citrus County,141373,68487,72886,5.3,88.6,2.8,0.3,1.6,0.0,40574,25034,17.4,9.9
Florida,Clay County,203291,100119,103172,9.3,74.2,9.6,0.1,3.0,0.1,61971,28599,10.4,8.1
Florida,Collier County,356774,175608,181166,27.2,63.6,6.8,0.2,1.3,0.0,62407,41239,12.8,5.3
Florida,Columbia County,68484,35425,33059,5.8,73.1,17.6,0.2,0.9,0.1,43504,22855,16.8,9.5
Florida,DeSoto County,35675,20184,15491,30.5,55.5,12.8,0.2,0.2,0.1,35435,17892,29.9,6.1
Florida,Dixie County,16323,9048,7275,3.9,84.8,7.1,0.4,0.5,0.0,35910,19342,23.7,6.2
Florida,Duval County,912043,442115,469928,9.0,54.1,29.3,0.2,4.6,0.1,51296,28593,16.0,7.4
Florida,Escambia County,309924,153834,156090,5.5,64.8,21.6,0.4,2.8,0.1,47361,25666,14.6,7.2
Florida,Flagler County,105015,50436,54579,10.0,74.7,10.0,0.3,2.5,0.0,51049,25741,13.3,6.5
Florida,Franklin County,11675,6727,4948,5.2,78.2,13.6,0.1,0.4,0.7,41267,23524,20.1,7.9
Florida,Gadsden County,46113,21869,24244,10.0,32.6,55.3,0.1,0.5,0.1,39830,19252,24.4,8.5
Florida,Gilchrist County,17191,8983,8208,5.5,87.2,5.8,0.1,0.1,0.0,42934,21145,19.8,7.4
Florida,Glades County,13197,7479,5718,20.8,60.7,12.9,3.8,0.4,0.0,37385,20476,18.0,10.0
Florida,Gulf County,16018,9595,6423,4.8,74.5,16.8,0.5,0.6,0.2,44647,21085,14.9,5.4
Florida,Hamilton County,14238,8228,6010,9.2,54.9,34.1,0.6,0.0,0.0,36209,16109,26.6,12.7
Florida,Hardee County,27326,14716,12610,43.2,47.4,7.9,0.2,0.6,0.0,39063,18643,24.5,9.1
Florida,Hendry County,39064,20716,18348,51.9,33.5,10.9,1.5,0.9,0.1,37966,18426,25.5,8.2
Florida,Hernando County,179144,85782,93362,12.2,79.3,4.9,0.3,1.2,0.0,44324,23495,14.3,8.8
Florida,Highlands County,100177,48518,51659,18.9,68.4,9.3,0.3,1.5,0.0,36374,23020,18.7,11.5
Florida,Hillsborough County,1351087,658639,692448,27.4,50.3,15.5,0.2,3.9,0.1,53742,29806,15.7,6.8
Florida,Holmes County,19483,10449,9034,2.7,87.1,7.3,1.1,0.2,0.2,37474,18402,26.6,11.5
Florida,Indian River County,147981,71064,76917,12.1,75.9,8.9,0.2,1.2,0.0,49009,33122,12.7,8.2
Florida,Jackson County,48571,26887,21684,4.6,65.5,26.8,0.7,0.6,0.1,36944,18126,21.6,11.2
Florida,Jefferson County,14085,7554,6531,4.0,58.2,35.1,0.4,0.1,0.0,47599,22452,13.9,7.2
Florida,Lafayette County,8684,5104,3580,14.3,68.3,15.1,0.1,0.0,1.0,41512,21955,17.8,12.8
Florida,Lake County,326215,157897,168318,14.4,71.1,9.9,0.3,1.9,0.0,49734,25991,12.8,7.2
Florida,Lee County,700165,342731,357434,20.2,68.4,8.2,0.2,1.5,0.0,52052,30233,14.9,7.1
Florida,Leon County,285890,135980,149910,6.1,57.2,30.7,0.2,3.3,0.0,49941,28548,20.5,8.8
Florida,Levy County,39713,19415,20298,8.0,80.3,8.7,0.2,0.6,0.0,36554,21043,21.9,8.5
Florida,Liberty County,8347,5216,3131,4.9,74.9,18.2,0.4,0.4,0.0,36741,16937,17.8,9.6
Florida,Madison County,18518,9804,8714,5.1,54.4,38.8,0.2,1.0,0.0,31816,17192,31.9,8.1
Florida,Manatee County,363542,175761,187781,15.9,71.9,8.6,0.2,1.9,0.1,53408,30477,13.4,6.6
Florida,Marion County,343778,164984,178794,12.4,71.3,12.3,0.3,1.5,0.0,41964,23598,17.6,9.0
Florida,Martin County,155719,77098,78621,13.2,79.0,5.4,0.2,1.3,0.1,55588,38021,10.9,6.5
Florida,Miami-Dade County,2702602,1311997,1390605,67.5,13.7,16.3,0.1,1.5,0.0,46338,25481,19.0,7.4
Florida,Monroe County,76745,40218,36527,23.5,67.3,6.7,0.1,1.2,0.0,63030,39176,12.7,3.7
Florida,Nassau County,78435,38706,39729,3.8,87.5,6.1,0.4,0.9,0.0,64294,33337,11.4,5.7
Florida,Okaloosa County,197591,100239,97352,8.7,74.5,9.5,0.6,2.8,0.1,59955,30775,11.5,6.1
Florida,Okeechobee County,40228,21767,18461,25.0,64.0,8.0,0.6,0.9,0.2,39059,18611,22.3,9.0
Florida,Orange County,1290216,633835,656381,30.2,41.6,19.9,0.1,5.1,0.0,51586,27394,16.7,6.8
Florida,Osceola County,325168,160216,164952,51.6,34.2,9.2,0.2,2.4,0.1,47343,20165,17.8,6.6
Florida,Palm Beach County,1426772,691154,735618,21.3,56.0,18.1,0.1,2.6,0.0,57256,36303,13.4,7.4
Florida,Pasco County,498136,242448,255688,14.0,76.4,5.0,0.3,2.4,0.1,48289,26624,13.6,7.0
Florida,Pinellas County,949842,456017,493825,9.2,74.7,10.0,0.2,3.3,0.1,48968,32120,13.7,6.4
Florida,Polk County,652256,319775,332481,20.6,61.0,14.7,0.2,1.7,0.0,45988,22579,17.3,7.7
Florida,Putnam County,72435,35683,36752,9.8,71.7,16.2,0.3,0.6,0.0,33619,18950,27.6,10.3
Florida,St. Johns County,226578,110112,116466,6.4,83.6,5.0,0.2,2.6,0.1,73640,39563,9.1,5.3
Florida,St. Lucie County,298763,146025,152738,18.1,58.6,19.2,0.2,1.9,0.1,47132,24940,16.6,7.6
Florida,Santa Rosa County,166778,85374,81404,5.2,82.9,5.8,0.5,1.9,0.1,62731,28908,11.3,6.3
Florida,Sarasota County,404839,193328,211511,8.8,83.5,4.5,0.2,1.6,0.0,55236,37054,10.5,5.7
Florida,Seminole County,449260,217099,232161,20.1,62.3,10.6,0.1,4.2,0.1,60739,31363,11.8,6.6
Florida,Sumter County,116754,58883,57871,5.7,84.7,7.3,0.3,0.7,0.0,54771,33168,9.2,6.6
Florida,Suwannee County,43814,22204,21610,8.8,75.7,13.3,0.1,0.1,0.0,40600,21565,20.4,9.1
Florida,Taylor County,22350,12547,9803,4.1,71.8,21.4,0.5,0.4,0.2,37188,16979,16.4,5.9
Florida,Union County,15300,9922,5378,5.4,69.9,21.9,0.7,0.5,0.0,37460,13485,21.4,9.8
Florida,Volusia County,518660,252651,266009,12.9,72.9,10.2,0.3,1.8,0.0,43838,25871,16.1,6.7
Florida,Wakulla County,31586,17528,14058,3.6,79.3,14.9,0.4,0.4,0.0,57866,22846,12.6,6.9
Florida,Walton County,63457,32216,31241,6.0,84.3,4.9,0.5,1.2,0.2,50619,30853,17.0,5.7
Florida,Washington County,24472,13300,11172,3.5,77.6,15.3,1.2,0.3,0.3,36989,18718,21.0,10.1
Georgia,Appling County,18471,9090,9381,9.7,69.6,17.9,0.6,0.8,0.0,37089,19936,24.7,7.7
Georgia,Atkinson County,8313,4112,4201,24.6,56.6,17.8,0.7,0.0,0.0,33063,19904,27.4,8.4
Georgia,Bacon County,11279,5599,5680,8.5,73.6,14.6,0.0,0.9,0.2,38824,18856,23.2,3.1
Georgia,Baker County,3251,1547,1704,5.4,52.1,41.3,0.2,0.6,0.5,43867,22270,19.5,2.5
Georgia,Baldwin County,45527,22893,22634,2.2,52.9,41.4,0.3,1.5,0.2,37008,20114,27.8,9.0
Georgia,Banks County,18363,9245,9118,6.4,88.4,2.5,0.2,1.2,0.0,42182,19451,14.3,6.6
Georgia,Barrow County,75099,37033,38066,10.0,73.0,11.1,0.1,3.6,0.0,56119,22978,13.2,6.8
Georgia,Bartow County,102623,50888,51735,8.2,78.2,10.5,0.2,0.9,0.0,52393,24931,14.2,6.0
Georgia,Ben Hill County,17272,8259,9013,6.0,56.5,36.2,0.0,0.2,0.0,32344,16635,30.4,5.2
Georgia,Berrien County,19014,9297,9717,4.9,82.3,10.8,0.2,1.0,0.0,38297,18064,23.7,9.4
Georgia,Bibb County,153923,72312,81611,3.2,39.3,54.0,0.2,1.9,0.0,38183,23426,26.7,10.4
Georgia,Bleckley County,12779,5909,6870,2.7,68.8,27.7,0.1,0.2,0.0,40688,20667,23.0,7.7
Georgia,Brantley County,18411,9070,9341,2.1,92.6,3.1,0.1,0.7,0.1,36812,18220,21.8,7.8
Georgia,Brooks County,15629,7531,8098,5.6,56.8,33.6,0.0,0.8,0.0,34890,20964,23.6,13.6
Georgia,Bryan County,34883,17313,17570,6.6,74.3,14.6,0.5,1.5,0.0,68589,29880,14.1,7.9
Georgia,Bulloch County,73742,36288,37454,3.7,64.0,28.5,0.2,1.5,0.0,39305,20526,30.4,9.3
Georgia,Burke County,22645,10752,11893,3.1,47.0,49.1,0.0,0.3,0.0,38707,19720,29.2,5.8
Georgia,Butts County,23556,12464,11092,3.1,66.6,28.2,0.1,0.6,0.0,39655,21236,23.5,7.6
Georgia,Calhoun County,6503,3915,2588,4.8,32.5,60.5,0.0,0.5,0.0,29617,13865,32.2,14.9
Georgia,Camden County,52252,26821,25431,6.4,70.1,18.5,0.6,1.4,0.1,53687,26854,12.7,8.2
Georgia,Candler County,10894,5353,5541,11.5,61.2,23.5,0.7,0.8,0.0,33125,18233,31.5,6.3
Georgia,Carroll County,114898,56032,58866,6.7,71.1,18.7,0.3,0.8,0.1,46844,23139,18.6,9.4
Georgia,Catoosa County,65870,31953,33917,2.9,91.4,2.3,0.2,1.3,0.0,54537,25643,10.8,5.4
Georgia,Charlton County,12963,7393,5570,8.4,62.0,25.3,1.5,0.8,0.0,43257,19102,23.1,10.4
Georgia,Chatham County,285506,137781,147725,6.3,49.1,39.4,0.2,2.5,0.1,52215,28765,17.3,8.7
Georgia,Chattahoochee County,11096,7455,3641,15.3,59.1,17.9,0.8,2.5,0.2,46096,22774,15.0,15.2
Georgia,Chattooga County,24880,12730,12150,4.7,83.1,10.2,0.1,0.4,0.0,35718,17716,22.5,9.5
Georgia,Cherokee County,235896,116132,119764,10.0,79.9,6.2,0.1,1.9,0.0,75477,33466,9.4,4.9
Georgia,Clarke County,123554,58788,64766,10.6,55.6,27.3,0.1,4.2,0.0,34557,21203,34.1,7.6
Georgia,Clay County,3024,1495,1529,4.7,30.3,64.3,0.0,0.0,0.0,23315,14559,41.4,20.3
Georgia,Clayton County,274150,129364,144786,13.2,11.2,67.7,0.2,5.3,0.0,44106,19498,21.9,10.3
Georgia,Clinch County,6788,3411,3377,4.9,65.7,27.4,0.3,0.6,0.0,21838,17145,39.5,9.1
Georgia,Cobb County,739072,357252,381820,12.8,53.1,26.3,0.1,5.1,0.0,72004,36587,10.9,6.0
Georgia,Coffee County,43048,22105,20943,11.3,58.6,27.9,0.1,0.7,0.0,36572,18945,23.9,5.7
Georgia,Colquitt County,45890,22806,23084,18.9,56.5,22.5,0.3,0.8,0.0,34503,18121,25.4,7.2
Georgia,Columbia County,143723,70172,73551,6.2,70.1,16.3,0.2,4.0,0.0,74162,31720,8.6,5.8
Georgia,Cook County,17190,8275,8915,5.8,64.9,27.2,0.3,0.6,0.0,35539,17587,24.2,5.8
Georgia,Coweta County,138015,67326,70689,6.8,71.5,17.4,0.1,1.8,0.0,67570,31548,11.6,5.4
Georgia,Crawford County,12385,6303,6082,0.7,73.5,23.3,0.1,1.1,0.0,41032,22212,18.1,12.6
Georgia,Crisp County,23005,10813,12192,3.2,50.6,43.2,0.0,1.2,0.2,33194,21225,31.2,14.8
Georgia,Dade County,16282,7956,8326,2.2,93.8,0.5,0.7,1.1,0.7,43163,23184,17.5,4.8
Georgia,Dawson County,23397,11529,11868,4.2,92.8,1.2,0.1,0.3,0.0,62284,31954,11.8,6.1
Georgia,Decatur County,27023,13037,13986,5.8,50.9,42.1,0.1,0.4,0.0,36934,19650,24.1,6.5
Georgia,DeKalb County,736066,348949,387117,8.7,29.1,53.3,0.2,6.0,0.0,55876,32110,17.6,8.5
Georgia,Dodge County,21063,11024,10039,3.4,65.3,27.8,0.0,0.6,0.0,35290,18563,22.2,9.0
Georgia,Dooly County,14053,7631,6422,6.9,42.6,49.5,0.0,0.1,0.0,33389,16867,23.2,10.5
Georgia,Dougherty County,91522,42377,49145,2.6,26.2,68.4,0.1,0.8,0.0,34541,20292,30.5,15.8
Georgia,Douglas County,140152,66926,73226,9.2,43.4,44.0,0.1,1.6,0.0,59333,25449,14.2,7.9
Georgia,Early County,10405,4817,5588,2.2,46.1,50.5,0.1,0.8,0.0,29493,17972,27.5,8.7
Georgia,Echols County,4011,2012,1999,26.7,65.0,2.7,1.9,0.0,0.0,34315,20589,28.2,5.5
Georgia,Effingham County,57087,28260,28827,3.9,79.3,13.2,0.1,1.0,0.1,64279,26765,9.6,5.0
Georgia,Elbert County,19288,9218,10070,5.5,63.5,30.5,0.0,0.1,0.0,35207,21138,22.4,7.7
Georgia,Emanuel County,22502,11183,11319,4.5,59.4,34.0,0.0,0.0,0.0,33089,17944,29.2,10.3
Georgia,Evans County,10757,5093,5664,11.8,56.5,30.2,0.0,0.8,0.0,38736,20736,26.0,6.6
Georgia,Fannin County,24480,11852,12628,2.2,95.3,0.2,0.1,0.6,0.1,43344,24845,15.8,8.3
Georgia,Fayette County,110306,53551,56755,7.1,64.1,21.1,0.3,4.4,0.1,84861,39936,6.3,5.5
Georgia,Floyd County,96471,46770,49701,10.6,71.4,14.4,0.1,1.5,0.0,46096,23929,18.1,7.5
Georgia,Forsyth County,211300,104886,106414,9.5,74.9,2.9,0.2,10.5,0.0,96445,39896,6.5,4.2
Georgia,Franklin County,22328,10852,11476,4.4,83.9,9.8,0.1,0.7,0.0,39246,19663,25.4,6.3
Georgia,Fulton County,1010420,489797,520623,7.4,39.9,43.6,0.2,6.7,0.0,61336,41041,16.0,7.7
Georgia,Gilmer County,29614,14950,14664,11.5,85.5,0.6,0.1,0.5,0.0,46211,23688,18.8,7.4
Georgia,Glascock County,3027,1464,1563,1.6,87.4,8.8,0.8,0.0,0.0,45273,19815,11.5,3.3
Georgia,Glynn County,83467,39362,44105,6.7,63.8,25.7,0.4,1.3,0.0,47546,29209,19.2,6.7
Georgia,Gordon County,56424,27913,28511,15.4,78.0,3.9,0.0,1.1,0.0,43452,21208,18.8,5.7
Georgia,Grady County,25048,12247,12801,11.1,58.3,28.2,0.5,0.5,0.3,39462,20864,25.4,8.0
Georgia,Greene County,16732,8142,8590,6.1,56.4,35.8,0.1,1.0,0.0,45069,32890,21.9,6.5
Georgia,Gwinnett County,889954,435401,454553,20.7,39.3,25.9,0.2,11.2,0.0,64496,27945,12.1,5.8
Georgia,Habersham County,43878,20824,23054,14.2,77.3,3.1,0.1,2.3,0.2,44474,20656,17.2,5.5
Georgia,Hall County,192865,96103,96762,27.8,61.6,7.3,0.2,1.7,0.0,55622,26283,16.1,4.6
Georgia,Hancock County,8667,5258,3409,1.8,24.1,72.9,0.0,0.5,0.1,29268,15454,30.0,4.0
Georgia,Haralson County,28722,13965,14757,1.5,91.2,4.3,0.2,0.8,0.0,43663,23141,18.0,7.2
Georgia,Harris County,33198,16686,16512,3.3,77.1,15.9,0.1,0.9,0.0,69539,32373,7.3,8.5
Georgia,Hart County,25535,12502,13033,3.7,75.1,19.0,0.0,0.9,0.0,41216,21668,18.8,4.7
Georgia,Heard County,11607,5762,5845,0.7,85.0,10.0,0.0,0.5,0.1,44897,20946,17.4,9.6
Georgia,Henry County,217506,104175,113331,6.5,46.7,40.7,0.1,3.3,0.0,64752,26924,11.4,7.7
Georgia,Houston County,150341,73081,77260,6.6,57.5,29.7,0.3,3.0,0.0,55965,26305,16.7,7.8
Georgia,Irwin County,9278,4767,4511,1.3,67.6,28.0,0.0,0.5,0.0,34677,19429,24.5,7.4
Georgia,Jackson County,63851,31539,32312,7.1,82.4,6.7,0.1,1.7,0.0,57999,25598,12.5,6.5
Georgia,Jasper County,13732,6688,7044,3.9,73.6,20.8,0.2,0.3,0.0,42067,19784,19.4,7.2
Georgia,Jeff Davis County,14999,7403,7596,11.4,71.6,16.6,0.0,0.0,0.0,37267,18550,20.6,5.0
Georgia,Jefferson County,15954,7691,8263,3.7,41.7,54.0,0.1,0.1,0.0,29640,17485,26.9,8.5
Georgia,Jenkins County,8929,4273,4656,6.4,56.2,35.5,0.2,0.9,0.0,27197,15149,30.7,6.3
Georgia,Johnson County,9800,5476,4324,2.3,62.6,33.8,0.0,0.2,0.0,36423,19706,21.5,11.4
Georgia,Jones County,28540,13864,14676,1.5,71.9,24.7,0.2,0.7,0.0,55110,26098,14.2,8.7
Georgia,Lamar County,18282,8800,9482,2.3,65.0,29.0,0.1,0.8,0.0,41157,20458,20.8,11.4
Georgia,Lanier County,10388,5208,5180,5.5,68.7,24.1,0.0,0.3,0.0,31109,17739,28.7,10.6
Georgia,Laurens County,47451,22542,24909,2.6,58.2,36.7,0.1,1.1,0.0,35202,20687,27.3,5.1
Georgia,Lee County,29216,14524,14692,2.7,72.8,19.5,0.0,2.5,0.1,65018,28061,11.6,7.1
Georgia,Liberty County,62120,31466,30654,12.5,40.3,40.0,0.4,2.1,0.5,43493,20966,16.6,11.9
Georgia,Lincoln County,7768,3651,4117,1.5,65.4,32.2,0.1,0.2,0.0,37711,24529,23.0,6.0
Georgia,Long County,17857,8746,9111,11.4,58.5,23.9,0.2,0.9,0.2,53083,20321,20.0,17.2
Georgia,Lowndes County,113941,55796,58145,5.4,54.5,36.1,0.2,1.9,0.0,39911,21199,25.0,9.2
