full_name,diameter,rot_per
  5012 Eurymedon (9507 P-L),36.960,46.
  5013 Suzhousanzhong (1964 VT1),10.086,8.356
  5016 Migirenko (1976 GX3),5.423,4.8
  5017 Tenchi (1977 DS2),22.488,6.298
  5023 Agapenor (1985 TG3),27.850,5.4020
  5025 (1986 TS6),39.843,250.
  5026 Martes (1987 QL1),8.967,4.4243
  5027 Androgeos (1988 BX1),59.786,11.376
  5028 Halaesus (1988 BY1),50.770,24.937
  5034 Joeharrington (1991 PW10),4.771,8.417
  5035 Swift (1991 UX),8.859,9.4752
  5036 Tuttle (1991 US2),23.370,3.775
  5039 Rosenkavalier (1967 GM1),12.232,8.715
  5041 Theotes (1973 SW1),41.899,6.52
  5043 Zadornov (1974 SB5),15.280,25.60
  5044 Shestaka (1977 QH4),6.437,7.2573
  5046 Carletonmoore (1981 DQ),6.376,6.050
  5048 Moriarty (1981 GC),10.770,232.891
  5049 Sherlock (1981 VC1),5.042,5.4915
  5052 Nancyruth (1984 UT3),4.583,17.204
  5053 Chladni (1985 FB2),11.095,8.2618
  5059 Saroma (1988 AF),9.510,4.074
  5061 McIntosh (1988 DJ),10.251,3.5113
  5064 Tanchozuru (1990 FS),4.828,8.13
  5070 Arai (1991 XT),28.47,53.
  5076 Lebedev-Kumach (1973 SG4),4.743,3.219
  5080 Oja (1976 EB),7.766,7.2220
  5081 Sanguin (1976 WC1),17.581,10.260
  5084 Gnedin (1977 FN1),17.822,35.785
  5087 Emel'yanov (1978 RM2),13.132,14.5
  5088 Tancredi (1979 QZ1),15.939,5.0591
  5089 Nadherna (1979 SN),8.905,13.031
  5091 Isakovskij (1981 SD4),17.255,13.62
  5095 Escalante (1983 NL),6.431,8.542
  5096 Luzin (1983 RC5),6.874,3.054
  5098 Tomsolomon (1985 CH2),5.624,4.59
  5101 Akhmerov (1985 UB5),11.012,4.270
  5104 Skripnichenko (1986 RU5),9.698,2.82708
  5105 Westerhout (1986 TM1),10.084,13.0881
  5107 Laurenbacall (1987 DS6),17.149,4.946
  5108 Lubeck (1987 QG2),4.617,8.769
  5111 Jacliff (1987 SE4),6.447,2.839
  5112 Kusaji (1987 SM13),3.419,2.7995
  5116 Korsor (1988 EU),18.573,4.503
  5119 (1988 RA1),49.251,12.807
  5120 Bitias (1988 TZ1),47.987,15.21
  5123 (1989 BL),35.387,9.883
  5126 Achaemenides (1989 CH2),51.922,53.02
  5128 Wakabayashi (1989 FJ),18.325,5.86
  5129 Groom (1989 GN),7.477,3.6395
  5130 Ilioneus (1989 SC7),60.711,14.768
  5132 Maynard (1990 ME),11.325,3.902
  5133 Phillipadams (1990 PA),22.674,6.6645
  5139 Rumoi (1990 VH4),11.956,3.257
  5142 Okutama (1990 YD),6.150,3.803
  5143 Heracles (1991 VL),4.843,2.7063
  5144 Achates (1991 XX),80.958,5.958
  5145 Pholus (1992 AD),190,9.980
  5148 Giordano (5557 P-L),8.112,7.824
  5150 Fellini (7571 P-L),5.401,5.1953
  5152 Labs (1931 UD),6.652,3.8801
  5153 Gierasch (1940 GO),27.548,9.00
  5163 Vollmayr-Lee (1983 TD2),6.869,4.728
  5165 Videnom (1985 CG),4.248,3.1535
  5168 Jenner (1986 EJ),5.984,3.258
  5169 Duffell (1986 RU2),4.416,8.711
  5171 Augustesen (1987 SQ3),6.445,480.
  5175 Ables (1988 VS4),4.286,2.798
  5177 Hugowolf (1989 AY6),8.937,3.650
  5181 SURF (1989 GO),6.250,6.1097
  5182 Bray (1989 NE),9.275,2.883
  5184 Cavaille-Coll (1990 QY7),4.075,15.642
  5186 Donalu (1990 SB4),11.371,3.15
  5187 Domon (1990 TK1),8.937,7.524
  5191 Paddack (1990 VO3),13.871,5.865
  5192 Yabuki (1991 CC),31.503,10.6693
  5193 Tanakawataru (1992 ET),21.601,5.336
  5195 Kaendler (3289 T-1),4.339,5.33756
  5202 Charleseliot (1983 XX),9.192,183.
  5204 Herakleitos (1988 CN2),13.137,3.71
  5208 Royer (1989 CH1),8.081,3.866
  5211 Stevenson (1989 NX),5.539,14.18
  5212 Celiacruz (1989 SS),12.855,5.598
  5215 Tsurui (1991 AE),12.160,3.8156
  5216 (1941 HA),11.327,32.206
  5220 Vika (1979 SA8),5.138,5.068
  5222 Ioffe (1980 TL13),17.989,19.4
  5226 Pollack (1983 WL),5.509,2.725
  5228 Maca (1986 VT),13.772,9.857
  5229 Irurita (1987 DE6),18.270,5.373
  5230 Asahina (1988 EF),5.681,89.3
  5231 Verne (1988 JV),11.243,4.320
  5232 Jordaens (1988 PR1),11.563,10.58
  5234 Sechenov (1989 VP),14.125,12.067
  5236 Yoko (1990 TG3),8.263,2.7692
  5237 Yoshikawa (1990 UF3),13.8,3.470
  5240 Kwasan (1990 XE),7.021,5.673
  5241 Beeson (1990 YL),16.414,6.669
  5244 Amphilochos (1973 SQ1),36.689,9.766
  5247 Krylov (1982 UP6),7.716,81.5
  5253 Fredclifford (1985 XB),2.449,3.053
  5254 Ulysses (1986 VG1),76.147,28.72
  5256 Farquhar (1988 NN),11.990,11.513
  5258 (1989 AU1),53.275,19.85
  5259 Epeigeus (1989 BB1),44.741,18.42
  5260 Philveron (1989 RH),6.519,8.247
  5261 Eureka (1990 MB),1.878,2.6902
  5262 Brucegoldberg (1990 XB1),33.25,16.410
  5263 Arrius (1991 GY9),25.615,6.907
  5264 Telephus (1991 KC),68.472,9.525
  5267 Zegmott (1966 CF),4.570,5.209
  5268 Cernohorsky (1971 US1),8.787,15.60
  5271 Kaylamaya (1979 MH7),4.653,2.776
  5274 Degewij (1985 RS),15.881,7.5802
  5279 Arthuradel (1988 LA),7.589,6.476
  5283 Pyrrhus (1989 BW),48.356,7.323
  5284 Orsilocus (1989 CK2),50.159,10.31
  5285 Krethon (1989 EO11),49.606,12.04
  5287 Heishu (1989 WE),8.250,15.731
  5288 Nankichi (1989 XD),8.688,12.763
  5292 Mackwell (1991 AJ1),9.435,2.8956
  5293 Bentengahama (1991 BQ2),11.932,15.781
  5294 Onnetoh (1991 CB),12.655,3.556
  5296 Friedrich (9546 P-L),19.266,7.103
  5299 Bittesini (1969 LB),17.731,4.679660
  5313 Nunes (1982 SC2),5.457,2.798
  5316 Filatov (1982 UB7),45.693,1061.376
  5317 Verolacqua (1983 CE),9.522,3.022
  5318 Dientzenhofer (1985 HG1),6.267,8.062
  5323 Fogh (1986 TL4),5.513,15.549
  5325 Silver (1988 JQ),9.374,4.02361
  5326 Vittoriosacco (1988 RT6),7.371,6.
  5327 (1989 EX1),12.048,8.71997
  5329 Decaro (1989 YP),10.516,24.460
  5330 Senrikyu (1990 BQ1),14.903,14.44
  5331 Erimomisaki (1990 BT1),9.208,24.26
  5332 Davidaguilar (1990 DA),3.6,5.803
  5333 Kanaya (1990 UH),13.918,3.8022
  5334 Mishima (1991 CF),6.156,2.9760
  5342 Le Poole (3129 T-2),5.194,12.5495
  5350 Epetersen (1989 GL1),5.974,5.025
  5357 Sekiguchi (1992 EL),13.948,5.41
  5362 Johnyoung (1978 CH),21.882,6.879
  5364 (1980 RC1),12.248,19.
  5368 Vitagliano (1984 SW5),34.812,59.36
  5369 Virgiugum (1985 SE1),4.496,5.8422
  5374 Hokutosei (1989 AM1),38.657,6.7592
  5376 (1990 DD),8.943,6.2346
  5378 Ellyett (1991 GD),2.957,47.32
  5380 Sprigg (1991 JT),6.606,3.219
  5381 Sekhmet (1991 JY),0.935,2.8233
  5382 McKay (1991 JR2),10.281,21.486
  5384 Changjiangcun (1957 VA),8.242,12.5109
  5385 Kamenka (1975 TS3),16.768,6.683
  5386 Bajaja (1975 TH6),6.331,16.841
  5390 Huichiming (1981 YO1),3.446,111.
  5391 Emmons (1985 RE2),5.578,3.028
  5394 Jurgens (1986 EZ1),4.902,6.073
  5397 Vojislava (1988 VB5),11.455,54.048
  5399 Awa (1989 BT),17.410,41.16
  5401 Minamioda (1989 EV),9.560,3.949
  5403 Takachiho (1990 DM),15.291,3.959
  5404 Uemura (1991 EE1),5.664,3.44872
  5406 Jonjoseph (1991 PH11),16.857,3.555
  5410 Spivakov (1967 DA),9.606,6.62
  5411 Liia (1973 AT3),19.288,12.609
  5418 Joyce (1981 QG1),14.441,20.96
  5421 Ulanova (1982 TD2),4.249,9.814
  5424 Covington (1983 TN1),4.439,5.0
  5425 Vojtech (1984 SA1),7.052,2.64759
  5426 Sharp (1985 DD),2.033,4.5609
  5427 Jensmartin (1986 JQ),3.129,5.810
  5430 Luu (1988 JA1),6.659,13.55
  5431 Maxinehelin (1988 MB),6.198,5.1951
  5435 Kameoka (1990 BS1),26.301,6.562
  5436 Eumelos (1990 DK),37.696,38.41
  5438 Lorre (1990 QJ),28.072,26.
  5439 Couturier (1990 RW),22.099,50.
  5440 Terao (1991 HD),5.524,50.32
  5446 Heyler (1991 PB13),18.883,6.985
  5448 Siebold (1992 SP),6.406,2.9546
  5449 (1992 US5),10.819,3.329
  5450 Sokrates (2780 P-L),20.903,5.9822
  5451 Plato (4598 P-L),8.703,6.19
  5452 (1937 NN),6.619,3.2562
  5453 Zakharchenya (1975 VS5),4.606,4.157
  5457 Queen's (1980 TW5),20.553,4.326
  5464 Weller (1985 VC1),9.731,3.288
  5467 (1988 AG),10.351,16.085
  5468 Hamatonbetsu (1988 BK),23.936,42.02
  5471 Tunguska (1988 PK1),15.954,5.17
  5472 (1988 RR),3.931,5.092
  5474 Gingasen (1988 XE1),5.046,3.6242
  5476 (1989 TO11),35.096,5.780
  5477 Holmes (1989 UH2),3.147,2.9940
  5479 Grahamryder (1989 UT5),5.780,7.60
  5483 Cherkashin (1990 UQ11),17.048,6.148
  5484 Inoda (1990 VH1),10.394,14.1479
  5486 (1991 UT2),7.135,17.90
  5488 Kiyosato (1991 VK5),18.819,8.787
  5489 Oberkochen (1993 BF2),13.104,5.625
  5492 Thoma (3227 T-1),13.398,3.315
  5494 Johanmohr (1933 UM1),8.900,5.727
  5499 (1981 SU2),3.805,3.6925
  5500 Twilley (1981 WR),4.483,2.955
  5506 Artiglio (1987 SV11),11.660,9.406
  5508 Gomyou (1988 EB),15.358,8.802
  5510 (1988 RF7),4.314,3.2
  5511 Cloanthus (1988 TH1),39.773,336.
  5515 Naderi (1989 EL1),7.001,5.230
  5518 Mariobotta (1989 YF),7.170,108.60
  5521 Morpurgo (1991 PM1),9.953,6.191
  5523 Luminet (1991 PH8),8.093,53.326
  5524 Lecacheux (1991 RA30),19.902,8.4160
  5525 (1991 TS4),5.281,14.088
  5527 (1991 UQ3),4.878,4.2554
  5535 Annefrank (1942 EM),4.8,15.12
  5537 Sanya (1964 TA2),3.870,3.427
  5541 Seimei (1976 UH16),13.250,25.820
  5542 Moffatt (1978 PT4),8.597,5.187
  5551 Glikson (1982 BJ),5.605,91.43
  5557 Chimikeppuko (1989 CM1),7.100,4.168
  5558 Johnnapier (1989 WL2),2.327,73.9
  5559 (1990 MV),7.621,14.971
  5560 Amytis (1990 MX),4.703,7.732
  5561 Iguchi (1991 QD),6.878,112.4
  5563 (1991 VZ1),10.188,3.223
  5567 Durisen (1953 FK1),36.475,7.001
  5570 Kirsan (1976 GM7),15.471,4.146
  5571 Lesliegreen (1978 LG),14.312,6.953
  5573 Hilarydownes (1981 QX),10.015,10.685
  5574 Seagrave (1984 FS),8.852,4.6629
  5577 Priestley (1986 WQ2),3.993,160.
  5579 Uhlherr (1988 JL),2.654,4.550
  5582 (1989 CU8),7.613,4.500
  5587 (1990 SB),3.57,5.0522
  5592 Oshima (1990 VB4),22.657,12.54
  5593 Jonsujatha (1991 JN1),7.280,42.
  5594 Jimmiller (1991 NK1),25.075,25.264
  5596 Morbidelli (1991 PQ10),5.689,5.4000
  5598 Carlmurray (1991 PN18),6.864,2.9226
  5599 (1991 SG1),6.352,3.6195
  5603 Rausudake (1992 CE),45.688,6.79
  5604 (1992 FE),0.55,5.3375
  5605 Kushida (1993 DB),5.215,3.328
  5614 Yakovlev (1979 VN),13.048,9.713
  5615 Iskander (1983 PZ),5.506,5.4150
  5619 Shair (1990 HC1),11.520,5.0643
  5621 Erb (1990 SG4),3.302,8.027
  5622 Percyjulian (1990 TL4),9.667,3.6785
  5623 Iwamori (1990 UY),14.330,7.087
  5625 Jamesferguson (1991 AO2),14.790,6.6735
  5629 Kuwana (1993 DA1),14.176,5.197
  5630 Billschaefer (1993 FZ),4.785,69.
  5635 Cole (1981 ER5),4.263,5.7937
  5636 Jacobson (1985 QN),7.843,4.90
  5638 Deikoon (1988 TA3),41.455,19.40
  5639 Cuk (1989 PE),3.427,23.30
  5641 McCleese (1990 DJ),5.68,418.
  5645 (1990 SP),1.668,30.39
  5646 (1990 TR),4.3,3.1999
  5647 Sarojininaidu (1990 TZ),8.610,6.144
  5648 (1990 VU1),59.295,37.56
  5652 Amphimachus (1992 HS3),53.921,8.374
  5653 Camarillo (1992 WD5),1.537,4.834
  5654 Terni (1993 KG),18.720,9.255
  5655 Barney (1159 T-2),6.599,2.661
  5661 Hildebrand (1977 PO1),34.37,6.803
  5668 Foucault (1984 FU),5.052,2.5540
  5670 Rosstaylor (1985 VF2),29.619,6.971
  5671 Chanal (1985 XR),8.159,9.84
  5672 Libby (1986 EE2),6.602,131.056
  5673 McAllister (1986 RT2),5.278,5.81
  5674 Wolff (1986 RW2),6.039,93.7
  5676 Voltaire (1986 RH12),10.433,5.039
  5677 Aberdonia (1987 SQ1),8.798,5.081
  5682 Beresford (1990 TB),4.125,3.769
  5685 Sanenobufukui (1990 XA),12.993,3.388
  5690 (1992 EU),5.791,5.
  5691 Fredwatson (1992 FD),5.517,106.0
  5692 Shirao (1992 FR),9.548,2.8878
  5701 Baltuck (1929 VS),8.605,4.8328
  5702 Morando (1931 FC),5.133,9.5
  5706 Finkelstein (1971 SS1),14.446,8.251
  5709 Tamyeunleung (1977 TS3),18.36,3.562
  5711 Eneev (1978 SO4),38.81,107.1
  5712 Funke (1979 SR),7.202,3.9481
  5713 (1982 FF3),3.942,7.000
  5714 Krasinsky (1982 PR),19.916,18.184
  5716 Pickard (1982 UH),9.109,9.6
  5720 Halweaver (1984 FN),3.881,3.8883
  5723 Hudson (1986 RR2),2.882,4.475115
  5724 (1986 WE),5.692,9.8258
  5730 Yonosuke (1988 TP1),8.225,5.45
  5733 (1989 AQ),20.670,157.767
  5735 Loripaul (1989 LM),4.047,7.227
  5736 Sanford (1989 LW),5.060,3.1846
  5740 Toutoumi (1989 WM3),8.856,11.68
  5743 Kato (1990 UW),5.302,14.269
  5747 (1991 CO3),9.283,196.45
  5750 Kandatai (1991 GG1),13.040,9.264
  5751 Zao (1992 AC),2.3,76.
  5752 (1992 CJ),4.604,86.
  5754 (1992 FR2),6.337,8.9021
  5759 Zoshchenko (1980 BJ4),6.997,4.203
  5762 Wanke (1981 EG28),3.991,3.835
  5769 Michard (1987 PL),12.061,3.350
  5770 (1987 RY),14.302,13.91
  5771 Somerville (1987 ST1),28.306,9.20
  5773 (1989 NO),4.583,108.986
  5775 Inuyama (1989 SP),7.385,4.8345
  5778 Jurafrance (1989 YF5),10.206,4.14
  5784 Yoron (1991 CY),6.799,11.046
  5796 Klemm (1978 VK5),5.659,3.929
  5797 Bivoj (1980 AA),0.4,2.706
  5798 Burnett (1980 RL7),8.644,7.482
  5803 Otzi (1984 OA),15.614,3.634
  5804 Bambinidipraga (1985 RL1),6.044,11.379
  5806 Archieroy (1986 AG1),6.785,12.163
  5807 Mshatka (1986 QA4),12.639,129.751
  5808 Babel' (1987 QV10),13.370,30.1
  5811 Keck (1988 KC),7.646,30.
  5813 Eizaburo (1988 VL),7.195,2.876
  5815 Shinsengumi (1989 AH),18.081,37.923
  5823 Oryo (1989 YH),8.708,2.7939
  5826 Bradstreet (1990 DB),18.818,5.55
  5830 Simohiro (1991 EG),3.021,58.052
  5831 Dizzy (1991 JG),15.677,9.074
  5833 Peterson (1991 PQ),27.077,27.441
  5837 Hedin (2548 P-L),11.524,7.726
  5839 GOI (1974 SJ3),24.675,6.303
  5841 Stone (1982 ST),2.217,2.890
  5849 Bhanji (1990 HF1),28.39,8.733
  5854 (1992 UP),17.727,7.1296
  5855 Yukitsuna (1992 UO2),11.100,19.04
  5858 Borovitskia (1978 SU5),5.629,7.553
  5868 Ohta (1988 TQ),8.383,12.631
  5871 Bobbell (1989 CE2),2.384,30.21
  5875 Kuga (1989 XO),7.465,5.551
  5876 (1990 DM2),7.072,5.441
  5877 Toshimaihara (1990 FP),6.611,8.91
  5878 Charlene (1991 CC1),6.387,7.0584
  5887 Yauza (1976 SG2),5.383,54.78
  5891 Gehrig (1981 SM),5.514,3.57
  5892 Milesdavis (1981 YS1),4.974,10.59
  5894 Telc (1982 RM1),5.866,17.65
  5899 Jedicke (1986 AH),2.672,2.7481
  5905 Johnson (1989 CJ1),4.728,3.7824
  5913 (1990 BU),10.924,52.
  5914 Kathywhaler (1990 WK),38.097,38.730
  5917 Chibasai (1991 NG),10.060,2.65
  5920 (1992 SX17),16.514,2.93681
  5925 (1994 CP1),6.054,5.4002
  5928 Pindarus (1973 SK1),30.402,6.01
  5929 Manzano (1974 XT),4.217,3.7596
  5931 Zhvanetskij (1976 GK3),20.927,12.006
  5937 Loden (1979 XQ),5.161,2.9189
  5940 Feliksobolev (1981 TJ4),12.320,7.620
  5951 Alicemonet (1986 TZ1),5.894,3.8871
  5952 Davemonet (1987 EV),4.861,2.6388
  5967 Edithlevy (1991 CM5),3.059,66.
  5968 Trauger (1991 FC),4.807,3.7879
  5970 Ohdohrikouen (1991 JS1),3.894,2.6536
  5971 Tickell (1991 NT2),8.719,2.99705
  5976 Kalatajean (1992 SR2),11.137,4.55362
  5978 Kaminokuni (1992 WT),6.133,7.063
  5985 (1942 RJ),6.212,9.7212
  5986 Xenophon (1969 TA),8.208,6.921
  5999 Plescia (1987 HA),7.078,5.392
  6000 United Nations (1987 UN),11.000,3.262
  6002 (1988 RO),40.408,12.918
  6009 Yuzuruyoshii (1990 FQ1),10.319,3.0302
  6010 Lyzenga (1990 OE),6.273,4.5955
  6012 Williammurdoch (1990 SK4),6.234,2.894
  6016 Carnelli (1991 PA11),3.526,2.8028
  6019 Telford (1991 RO6),15.985,5.760
  6025 Naotosato (1992 YA3),18.442,10.
  6026 Xenophanes (1993 BA8),11.699,4.490
  6028 (1994 ER1),7.394,3.53
  6029 Edithrand (1948 AG),2.271,14.472
  6033 (1984 SQ4),15.914,35.53
  6035 Citlaltepetl (1987 OR),4.211,17.9
  6050 Miwablock (1992 AE),2.884,5.7566
  6052 Junichi (1992 CE1),24.771,17.173
  6053 (1993 BW3),3.720,2.573
  6056 Donatello (2318 T-3),12.390,6.224
  6057 Robbia (5182 T-3),29.368,5.801
  6060 Doudleby (1980 DX),6.929,11.878
  6062 Vespa (1983 JQ),17.275,8.407
  6063 Jason (1984 KB),1.4,48.6
  6065 Chesneau (1987 OC),5.494,33.15
  6066 Hendricks (1987 SZ3),4.514,5.780
  6067 (1990 QR11),13.779,87.492
  6071 Sakitama (1992 AS1),9.586,4.437
  6072 Hooghoudt (1280 T-1),15.225,4.268
  6073 (1939 UB),8.852,5.897
  6083 Janeirabloom (1984 SQ2),3.983,10.151
  6084 Bascom (1985 CT),6.347,2.74542
  6085 Fraethi (1987 SN3),5.004,5.556
  6087 Lupo (1988 FK),1.544,4.712
  6090 (1989 DJ),59.568,18.476
  6091 Mitsuru (1990 DA1),4.370,5.853
  6094 Hisako (1990 VQ1),9.345,4.050
  6095 (1991 UU),5.215,80.
  6097 Koishikawa (1991 UK2),5.225,2.85979
  6098 Mutojunkyu (1991 UW3),3.683,2.779
  6100 Kunitomoikkansai (1991 VK4),4.057,30.267
  6102 Visby (1993 FQ25),4.473,3.28
  6107 Osterbrock (1948 AF),4.363,2.372
  6108 Glebov (1971 QN),3.385,2.8310
  6116 Still (1984 UB3),8.925,8.513
  6121 Plachinda (1987 RU3),5.437,4.0863
  6122 Henrard (1987 SW1),9.005,9.16
  6135 Billowen (1990 RD9),10.969,28.463
  6136 Gryphon (1990 YH),15.583,16.476
  6138 Miguelhernandez (1991 JH1),4.824,5.457
  6139 Naomi (1992 AD1),9.493,21.35
  6144 Kondojiro (1994 EQ3),32.492,4.0
  6146 Adamkrafft (3262 T-2),5.205,6.964
  6153 Hershey (1990 OB),19.397,6.094
  6155 Yokosugano (1990 VY2),5.754,3.28234
  6158 Shosanbetsu (1991 VB3),4.498,16.757
  6159 Andreseloy (1991 YH),5.263,10.639
  6161 Vojno-Yasenetsky (1971 TY2),17.180,7.98095
  6163 Reimers (1977 FT),2.361,6.68
  6166 Univsima (1978 SP4),12.049,9.6
  6168 Isnello (1981 EB1),10.280,10.466
  6169 Sashakrot (1981 EX4),10.254,250.055
  6173 Jimwestphal (1983 AD),7.846,2.908
  6174 Polybius (1983 TR2),21.008,8.712
  6178 (1986 DA),2.3,3.50
  6181 Bobweber (1986 RW),4.458,2.75796
  6185 Mitsuma (1987 YD),9.949,21.05
  6189 Volk (1989 EY2),3.982,2.896
  6192 Javiergorosabel (1990 KB1),6.455,78.85
  6199 Yoshiokayayoi (1992 BK1),9.663,3.373
  6200 Hachinohe (1993 HL),4.622,78.327
  6210 Hyunseop (1991 AX1),8.670,2.918
  6212 Franzthaler (1993 MS1),11.198,6.898
  6217 Kodai (1975 XH),8.418,3.613
  6221 Ducentesima (1980 GO),13.205,13.788
  6223 Dahl (1980 RD1),19.634,3.33
  6229 Tursachan (1983 VN7),11.603,16.596
  6234 Sheilawolfman (1986 SF),4.679,11.784
  6235 Burney (1987 VB),4.083,15.515
  6236 Mallard (1988 WF),13.143,176.266
  6237 Chikushi (1989 CV),37.4,7.787
  6238 (1989 NM),7.766,10.819
  6241 Galante (1989 TG),12.116,20.151
  6246 Komurotoru (1990 VX2),5.606,3.277
  6247 Amanogawa (1990 WY3),6.722,12.38
  6254 (1993 UM3),12.447,7.040
  6255 Kuma (1994 XT),16.955,9.70
  6258 Rodin (3070 T-2),4.003,6.1
  6260 Kelsey (1949 PN),11.196,5.11
  6262 Javid (1978 RZ),7.791,8.02
  6265 (1985 TW3),4.954,2.70932
  6271 Farmer (1991 NF),5.641,250.
  6274 Taizaburo (1992 FV),4.923,3.13
  6276 Kurohone (1994 AB),6.952,6.345
  6279 (1977 UO5),16.508,9.964
  6280 Sicardy (1980 RJ),4.331,3.5384
  6287 Lenham (1984 AR),11.074,5.623
  6296 Cleveland (1988 NC),3.179,30.84
  6302 Tengukogen (1989 CF),5.299,3.092
  6306 Nishimura (1989 UL3),15.573,9.690
  6307 Maiztegui (1989 WL7),9.544,4.68
  6310 Jankonke (1990 KK),3.709,3.076
  6317 Dreyfus (1990 UP3),5.640,5.25
  6326 Idamiyoshi (1991 FJ1),6.856,3.138
  6327 Tijn (1991 GP1),10.973,18.199
  6329 Hikonejyo (1992 EU1),5.571,6.064
  6331 (1992 FZ1),5.321,9.333
  6335 Nicolerappaport (1992 NR),6.050,4.272
  6348 (1995 CH1),4.726,3.085
  6349 Acapulco (1995 CN1),20.429,4.376
  6350 Schluter (3526 P-L),21.930,13.190
  6352 Schlaun (2400 T-3),4.346,13.87
  6353 Semper (3107 T-3),15.497,24.
  6354 Vangelis (1934 GA),7.641,4.039
  6355 Univermoscow (1969 TX5),28.38,44.027
  6359 Dubinin (1977 AZ1),31.902,14.062
  6361 Koppel (1978 VL11),3.731,9.1122
  6371 Heinlein (1985 GS),20.586,4.96328
  6375 Fredharris (1986 TB5),14.519,13.316
  6376 Schamp (1987 KD1),7.924,6.6093
  6378 (1987 SE13),12.667,6.120
  6379 Vrba (1987 VA1),15.158,5.11
  6382 (1988 EL),4.931,2.895
  6384 Kervin (1989 AM),3.739,3.6203
  6385 Martindavid (1989 EC2),13.471,5.476
  6388 (1989 WL1),7.582,3.870
  6392 Takashimizuno (1990 HR),25.221,21.81
  6394 (1990 QM2),3.230,3.6873
  6398 Timhunter (1991 CD1),5.528,14.55
  6399 Harada (1991 GA),5.809,11.02
  6401 Roentgen (1991 GB2),7.880,15.96
  6403 Steverin (1991 NU),6.876,3.4905
  6405 Komiyama (1992 HJ),6.368,19.855
  6406 Mikejura (1992 MJ),4.062,6.819
  6409 (1992 VC),7.256,3.1490
  6410 Fujiwara (1992 WO4),14.822,7.0073
  6413 Iye (1993 TJ3),5.337,4.664
  6418 Hanamigahara (1993 XJ),6.386,6.3770
  6422 Akagi (1994 CD1),9.084,7.74756
  6425 (1994 WZ3),10.609,103.9
  6432 Temirkanov (1975 TR2),21.168,5.71
  6433 Enya (1978 WC),7.416,7.400
  6434 Jewitt (1981 OH),4.572,3.237
  6452 Johneuller (1991 HA),7.756,7.59
  6453 (1991 NY),8.520,15.
  6455 (1992 HE),4.626,2.736
  6458 Nouda (1992 TD1),7.502,4.201
  6460 Bassano (1992 UK6),4.252,2.914
  6463 Isoda (1994 AG3),10.974,6.15
  6469 Armstrong (1982 PC),3.720,5.965
  6475 Refugium (1987 SZ6),29.642,8.07
  6476 (1987 VT),14.240,10.7973
  6477 (1988 AE5),11.187,37.589
  6479 Leoconnolly (1988 LC),15.494,5.11
  6481 Tenzing (1988 RH2),4.476,6.517
  6488 Drebach (1991 GU9),9.131,4.1270
  6489 Golevka (1991 JX),0.53,6.026
  6495 (1992 UB1),5.307,5.693
  6497 Yamasaki (1992 UR3),3.448,9.879
  6499 Michiko (1992 UV6),8.922,6.004
  6500 Kodaira (1993 ET),9.487,5.400
  6502 (1993 XR1),4.858,4.1931
  6505 Muzzio (1976 AH),15.558,13.735
  6509 Giovannipratesi (1983 CQ3),15.004,14.115
  6510 Tarry (1987 DF),6.662,6.370
  6511 Furmanov (1987 QR11),9.397,5.343
  6514 Torahiko (1987 WY),7.555,8.7207
  6516 Gruss (1988 TC2),6.185,13.003
  6518 Vernon (1990 FR),12.719,4.88249
  6521 Pina (1991 LC1),4.376,2.911
  6522 Aci (1991 NQ),6.125,7.6937
  6530 Adry (1994 GW),6.472,3.289
  6532 Scarfe (1995 AC),11.971,4.932
  6534 Carriepeterson (1995 DT1),13.409,14.291
  6537 Adamovich (1979 QK6),4.253,2.4
  6538 Muraviov (1981 SA5),8.327,2.9759
  6539 Nohavica (1982 QG),8.641,5.80
  6543 Senna (1985 TP3),3.390,3.30
  6545 (1986 TR6),50.951,16.26
  6546 Kaye (1987 DY4),21.624,10.006
  6553 Seehaus (1989 GP6),10.404,3.991
  6555 (1989 UU1),6.475,12.6778
  6556 Arcimboldo (1989 YS6),5.000,2.5158
  6561 Gruppetta (1991 TC4),6.184,3.4
  6568 Serendip (1993 DT),9.850,16.
  6570 Tomohiro (1994 JO),23.041,9.965
  6572 Carson (1938 SX),8.407,2.8235
  6581 Sobers (1981 SO),5.716,6.6338
  6587 Brassens (1984 WA4),4.111,5.2
  6598 Modugno (1988 CL),11.301,6.769
  6602 Gilclark (1989 EC),4.120,4.5686
  6607 Matsushima (1991 UL2),7.359,11.359
  6608 Davidecrespi (1991 VC4),5.565,20.
  6610 Burwitz (1993 BL3),5.187,3.014
  6615 Plutarchos (9512 P-L),3.139,2.3247
  6618 Jimsimons (1936 SO),11.506,4.142
  6619 Kolya (1973 SS4),28.971,10.5011
  6622 Matvienko (1978 RG1),10.029,10.216
  6626 Mattgenge (1981 EZ46),7.962,107.081
  6634 (1987 KB),10.651,5.333
  6635 Zuber (1987 SH3),3.892,5.5355
  6642 Henze (1990 UE3),14.928,4.4696
  6646 Churanta (1991 CA3),1.920,5.8711
  6650 Morimoto (1991 RS1),7.512,13.49
  6652 (1991 SJ1),7.875,85.56
  6659 Pietsch (1992 YN),5.533,12.985
  6660 Matsumoto (1993 BC),3.054,7.556
  6662 (1993 BP13),8.340,24.
  6663 Tatebayashi (1993 CC),8.583,4.8
  6670 Wallach (1994 LL1),8.740,4.080
  6671 Concari (1994 NC1),10.956,5.22042
