SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS
M037,River East Elementary,2,GEN ED,21,1,21,21,21
M037,River East Elementary,2,CTT,22,1,22,22,22
M038,P.S. 38 Roberto Clemente,2,GEN ED,19,1,19,19,19
M038,P.S. 38 Roberto Clemente,2,CTT,18,1,18,18,18
M050,P.S. 050 Vito Marcantonio,2,GEN ED,29,1,29,29,29
M057,James Weldon Johnson,2,GEN ED,79,4,19.8,19,21
M057,James Weldon Johnson,2,CTT,21,1,21,21,21
M072,The Lexington Academy,2,GEN ED,72,4,18,15,21
M083,P.S. 083 Luis Munoz Rivera,2,GEN ED,74,3,24.7,23,26
M096,P.S. 096 Joseph Lanzetta,2,GEN ED,53,3,17.7,16,19
M102,P.S. 102 Jacques Cartier,2,GEN ED,33,2,16.5,16,17
M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,2,GEN ED,61,3,20.3,20,21
M112,P.S. 112 Jose Celso Barbosa,2,GEN ED,33,2,16.5,16,17
M112,P.S. 112 Jose Celso Barbosa,2,CTT,64,4,16,14,18
M146,P.S. 146 Ann M. Short,2,GEN ED,19,1,19,19,19
M146,P.S. 146 Ann M. Short,2,CTT,25,1,25,25,25
M155,P.S. 155 William Paca,2,GEN ED,33,2,16.5,16,17
M155,P.S. 155 William Paca,2,CTT,20,1,20,20,20
M171,P.S. 171 Patrick Henry,2,GEN ED,61,3,20.3,20,21
M182,The Bilingual Bicultural School,2,GEN ED,55,3,18.3,15,21
M375,Mosaic Preparatory Academy,2,GEN ED,40,2,20,18,22
M030,P.S. 030 Hernandez/Hughes,2,GEN ED,21,1,21,21,21
M030,P.S. 030 Hernandez/Hughes,2,CTT,17,1,17,17,17
M036,P.S. 036 Margaret Douglas,2,GEN ED,70,3,23.3,21,25
M036,P.S. 036 Margaret Douglas,2,CTT,23,1,23,23,23
M036,P.S. 036 Margaret Douglas,2,G&T,24,1,24,24,24
M046,P.S. 046 Arthur Tappan,2,GEN ED,62,3,20.7,15,24
M046,P.S. 046 Arthur Tappan,2,G&T,19,1,19,19,19
M092,P.S. 092 Mary McLeod Bethune,2,GEN ED,22,1,22,22,22
M123,P.S. 123 Mahalia Jackson,2,GEN ED,70,3,23.3,23,24
M123,P.S. 123 Mahalia Jackson,2,CTT,22,1,22,22,22
M129,P.S. 129 John H. Finley,2,GEN ED,45,2,22.5,22,23
M129,P.S. 129 John H. Finley,2,G&T,18,1,18,18,18
M133,P.S. 133 Fred R Moore,2,GEN ED,26,1,26,26,26
M133,P.S. 133 Fred R Moore,2,CTT,25,1,25,25,25
M154,P.S. 154 Harriet Tubman,2,GEN ED,51,3,17,16,18
M161,P.S. 161 Pedro Albizu Campos,2,GEN ED,113,4,28.3,27,29
M175,P.S. 175 Henry H Garnet,2,GEN ED,57,2,28.5,28,29
M194,P.S. 194 Countee Cullen,2,GEN ED,20,1,20,20,20
M194,P.S. 194 Countee Cullen,2,CTT,20,1,20,20,20
M197,P.S. 197 John B. Russwurm,2,GEN ED,40,2,20,19,21
M200,P.S. 200- The James Mccune Smith School,2,GEN ED,58,3,19.3,18,21
M318,Thurgood Marshall Academy Lower School,2,GEN ED,36,2,18,17,19
M004,P.S. 004 Duke Ellington,2,GEN ED,109,5,21.8,18,24
M005,P.S. 005 Ellen Lurie,2,GEN ED,117,5,23.4,21,25
M008,P.S. 008 Luis Belliard,2,GEN ED,82,4,20.5,20,21
M018,P.S. 018 Park Terrace,2,GEN ED,28,2,14,12,16
M028,P.S. 028 Wright Brothers,2,GEN ED,114,5,22.8,20,24
M028,P.S. 028 Wright Brothers,2,CTT,29,1,29,29,29
M048,P.S. 048 P.O. Michael J. Buczek,2,GEN ED,72,3,24,17,28
M048,P.S. 048 P.O. Michael J. Buczek,2,CTT,25,1,25,25,25
M098,P.S. 098 Shorac Kappock,2,GEN ED,85,5,17,8,20
M098,P.S. 098 Shorac Kappock,2,CTT,18,1,18,18,18
M115,P.S. 115 Alexander Humboldt,2,GEN ED,103,4,25.8,21,29
M128,P.S. 128 Audubon,2,GEN ED,108,4,27,19,30
M128,P.S. 128 Audubon,2,CTT,14,1,14,14,14
M132,P.S. 132 Juan Pablo Duarte,2,GEN ED,138,6,23,16,29
M152,P.S. 152 Dyckman Valley,2,GEN ED,117,5,23.4,22,26
M153,P.S. 153 Adam Clayton Powell,2,GEN ED,133,5,26.6,22,31
M153,P.S. 153 Adam Clayton Powell,2,CTT,29,1,29,29,29
M153,P.S. 153 Adam Clayton Powell,2,G&T,13,1,13,13,13
M173,P.S. 173,2,GEN ED,86,4,21.5,18,26
M173,P.S. 173,2,CTT,25,1,25,25,25
M178,Professor Juan Bosch Public School,2,GEN ED,31,2,15.5,13,18
M178,Professor Juan Bosch Public School,2,CTT,32,2,16,14,18
M187,P.S./I.S. 187 Hudson Cliffs,2,GEN ED,87,3,29,28,30
M189,P.S. 189,2,GEN ED,182,8,22.8,18,25
M192,P.S. 192 Jacob H. Schiff,2,GEN ED,41,2,20.5,19,22
M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,2,GEN ED,25,1,25,25,25
M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,2,CTT,27,1,27,27,27
M278,Paula Hedbavny School,2,GEN ED,49,2,24.5,24,25
M311,Amistad Dual Language School,2,GEN ED,52,2,26,25,27
M366,Washington Heights Academy,2,GEN ED,38,2,19,18,20
M368,Hamilton Heights School,2,GEN ED,41,2,20.5,20,21
X001,P.S. 001 Courtlandt School,2,GEN ED,87,4,21.8,21,22
X001,P.S. 001 Courtlandt School,2,CTT,29,1,29,29,29
X005,P.S. 005 Port Morris,2,GEN ED,66,3,22,19,24
X005,P.S. 005 Port Morris,2,CTT,23,1,23,23,23
X018,P.S. 018 John Peter Zenger,2,GEN ED,58,3,19.3,18,21
X018,P.S. 018 John Peter Zenger,2,CTT,23,1,23,23,23
X025,P.S. 025 Bilingual School,2,GEN ED,43,2,21.5,19,24
X029,P.S./M.S. 029 Melrose School,2,GEN ED,41,2,20.5,20,21
X029,P.S./M.S. 029 Melrose School,2,CTT,19,1,19,19,19
X030,P.S. 030 Wilton,2,GEN ED,64,3,21.3,20,23
X031,P.S./M.S. 031 The William Lloyd Garrison,2,GEN ED,47,2,23.5,22,25
X031,P.S./M.S. 031 The William Lloyd Garrison,2,CTT,23,1,23,23,23
X043,P.S. 043 Jonas Bronck,2,GEN ED,54,2,27,26,28
X043,P.S. 043 Jonas Bronck,2,CTT,26,1,26,26,26
X049,P.S. 049 Willis Avenue,2,GEN ED,67,4,16.8,15,19
X049,P.S. 049 Willis Avenue,2,CTT,20,1,20,20,20
X065,P.S. 065 Mother Hale Academy,2,GEN ED,33,2,16.5,12,21
X065,P.S. 065 Mother Hale Academy,2,CTT,22,1,22,22,22
X154,P.S. 154 Jonathan D. Hyatt,2,GEN ED,52,3,17.3,17,18
X157,P.S. 157 Grove Hill,2,GEN ED,77,4,19.3,18,21
X161,P.S. 161 Ponce De Leon,2,GEN ED,69,3,23,22,25
X161,P.S. 161 Ponce De Leon,2,CTT,26,1,26,26,26
X179,P.S. 179,2,GEN ED,49,2,24.5,24,25
X179,P.S. 179,2,CTT,24,1,24,24,24
X277,P.S. 277,2,GEN ED,65,4,16.3,12,18
X277,P.S. 277,2,CTT,18,1,18,18,18
X369,Young Leaders Elementary School,2,GEN ED,50,2,25,19,31
X385,Performance School,2,GEN ED,76,3,25.3,25,26
X119,P.S. 119,2,GEN ED,133,6,22.2,22,23
X014,P.S. X014 Senator John Calandra,2,GEN ED,72,3,24,23,25
X014,P.S. X014 Senator John Calandra,2,CTT,24,1,24,24,24
X036,P.S. 036 Unionport,2,GEN ED,72,3,24,24,24
X036,P.S. 036 Unionport,2,CTT,24,1,24,24,24
X048,P.S. 048 Joseph R. Drake,2,GEN ED,103,5,20.6,19,23
X048,P.S. 048 Joseph R. Drake,2,CTT,21,1,21,21,21
X062,P.S. 062 Inocensio Casanova,2,GEN ED,56,3,18.7,18,19
X062,P.S. 062 Inocensio Casanova,2,CTT,20,1,20,20,20
X069,P.S. 069 The New Vision School,2,GEN ED,73,4,18.3,18,19
X071,P.S. 071 Rose E. Scala,2,GEN ED,141,5,28.2,27,29
X071,P.S. 071 Rose E. Scala,2,CTT,59,2,29.5,28,31
X072,P.S. 072 Dr. William Dorney,2,GEN ED,97,4,24.3,22,27
X072,P.S. 072 Dr. William Dorney,2,CTT,26,1,26,26,26
X075,P.S. 075,2,GEN ED,64,4,16,14,17
X075,P.S. 075,2,CTT,25,1,25,25,25
X093,P.S. 093 Albert G. Oliver,2,GEN ED,28,1,28,28,28
X093,P.S. 093 Albert G. Oliver,2,CTT,24,1,24,24,24
X100,P.S. 100 Isaac Clason,2,GEN ED,76,3,25.3,24,28
X100,P.S. 100 Isaac Clason,2,CTT,25,1,25,25,25
X107,P.S. 107,2,GEN ED,50,2,25,24,26
X107,P.S. 107,2,CTT,26,1,26,26,26
X130,P.S. 130 Abram Stevens Hewitt,2,GEN ED,56,3,18.7,17,21
X138,P.S. 138 Samuel Randall,2,GEN ED,151,5,30.2,27,32
X140,P.S. X140 The Eagle School,2,GEN ED,70,4,17.5,15,20
X140,P.S. X140 The Eagle School,2,CTT,17,1,17,17,17
X146,P.S. 146 Edward Collins,2,GEN ED,70,3,23.3,22,24
X152,P.S. 152 Evergreen,2,GEN ED,127,6,21.2,18,23
X152,P.S. 152 Evergreen,2,CTT,22,1,22,22,22
X182,P.S. 182,2,GEN ED,100,4,25,23,26
X182,P.S. 182,2,CTT,29,1,29,29,29
X182,P.S. 182,2,G&T,24,1,24,24,24
X304,P.S. 304 Early Childhood School,2,GEN ED,75,3,25,25,25
X333,P.S. 333 - The Museum School,2,GEN ED,87,5,17.4,15,20
X004,P.S./M.S. 004 Crotona Park West,2,GEN ED,23,1,23,23,23
X004,P.S./M.S. 004 Crotona Park West,2,CTT,22,1,22,22,22
X011,P.S. 011 Highbridge,2,GEN ED,108,5,21.6,20,24
X011,P.S. 011 Highbridge,2,CTT,21,1,21,21,21
X028,P.S. 028 Mount Hope,2,GEN ED,91,4,22.8,19,24
X028,P.S. 028 Mount Hope,2,CTT,18,1,18,18,18
X035,P.S. 035 Franz Siegel,2,GEN ED,131,6,21.8,15,26
X042,P.S. 042 Claremont,2,GEN ED,51,3,17,16,18
X042,P.S. 042 Claremont,2,CTT,22,1,22,22,22
X053,P.S. 053 Basheer Quisim,2,GEN ED,183,9,20.3,17,23
X053,P.S. 053 Basheer Quisim,2,CTT,15,1,15,15,15
X055,P.S. 055 Benjamin Franklin,2,GEN ED,95,4,23.8,22,25
X058,P.S. 058,2,GEN ED,39,2,19.5,18,21
X058,P.S. 058,2,CTT,18,1,18,18,18
X063,P.S. 063 Author's Academy,2,GEN ED,72,3,24,18,29
X063,P.S. 063 Author's Academy,2,CTT,27,1,27,27,27
X064,P.S. 064 Pura Belpre,2,GEN ED,131,6,21.8,19,26
X064,P.S. 064 Pura Belpre,2,CTT,11,1,11,11,11
X070,P.S. 070 Max Schoenfeld,2,GEN ED,203,9,22.6,20,24
X073,P.S. 073 Bronx,2,GEN ED,128,5,25.6,21,28
X073,P.S. 073 Bronx,2,CTT,24,1,24,24,24
X088,P.S. X088 - S. Silverstein Little Sparrow School,2,GEN ED,46,3,15.3,15,16
X109,P.S. 109 Sedgwick,2,GEN ED,120,5,24,23,25
X110,P.S. 110 Theodore Schoenfeld,2,GEN ED,55,2,27.5,27,28
X114,P.S. X114 - Luis Llorens Torres Schools,2,GEN ED,116,4,29,26,32
X114,P.S. X114 - Luis Llorens Torres Schools,2,CTT,25,1,25,25,25
X126,P.S. 126 Dr Marjorie H Dunbar,2,GEN ED,63,3,21,15,24
X126,P.S. 126 Dr Marjorie H Dunbar,2,CTT,22,1,22,22,22
X132,P.S. 132 Garret A. Morgan,2,GEN ED,65,3,21.7,21,22
X132,P.S. 132 Garret A. Morgan,2,CTT,21,1,21,21,21
X163,P.S. 163 Arthur A. Schomburg,2,GEN ED,117,5,23.4,20,27
X170,P.S. 170,2,GEN ED,68,4,17,15,18
X170,P.S. 170,2,CTT,8,1,8,8,8
X199,P.S. 199X - The Shakespeare School,2,GEN ED,99,5,19.8,12,23
X204,P.S. 204 Morris Heights,2,GEN ED,51,2,25.5,24,27
X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,2,GEN ED,79,3,26.3,25,27
X230,P.S. 230 Dr Roland N. Patterson,2,GEN ED,72,4,18,16,19
X236,P.S. 236 Langston Hughes,2,GEN ED,42,2,21,19,23
X236,P.S. 236 Langston Hughes,2,CTT,72,3,24,24,24
X443,THE FAMILY SCHOOL,2,GEN ED,71,4,17.8,16,20
X443,THE FAMILY SCHOOL,2,CTT,25,1,25,25,25
X449,GRANT AVENUE ELEMENTARY SCHOOL,2,GEN ED,50,2,25,24,26
X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,2,GEN ED,105,5,21,20,22
X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,2,CTT,26,1,26,26,26
X003,P.S. 3 Raul Julia Micro Society,2,GEN ED,24,1,24,24,24
X007,P.S. 007 Kingsbridge,2,GEN ED,22,1,22,22,22
X007,P.S. 007 Kingsbridge,2,G&T,20,1,20,20,20
X008,P.S. 008 Issac Varian,2,GEN ED,206,10,20.6,16,27
X008,P.S. 008 Issac Varian,2,CTT,23,2,11.5,11,12
X009,P.S. 9 Ryer Avenue Elementary School,2,GEN ED,92,4,23,17,26
X015,P.S. X015 Institute for Environmental Learning,2,GEN ED,51,2,25.5,25,26
X020,P.S. 20 P.O.George J. Werdan III,2,GEN ED,78,3,26,26,26
X020,P.S. 20 P.O.George J. Werdan III,2,CTT,28,1,28,28,28
X023,P.S. 023 The New Children's School,2,GEN ED,58,3,19.3,19,20
X023,P.S. 023 The New Children's School,2,CTT,51,2,25.5,25,26
X024,P.S. 024 Spuyten Duyvil,2,GEN ED,119,5,23.8,21,26
X024,P.S. 024 Spuyten Duyvil,2,G&T,28,1,28,28,28
X032,P.S. 032 Belmont,2,GEN ED,86,3,28.7,28,29
X032,P.S. 032 Belmont,2,CTT,28,1,28,28,28
X033,P.S. 033 Timothy Dwight,2,GEN ED,124,5,24.8,18,28
X037,P.S. X037 - Multiple Intelligence School,2,GEN ED,49,2,24.5,24,25
X046,P.S. 046 Edgar Allan Poe,2,GEN ED,148,6,24.7,22,29
X046,P.S. 046 Edgar Allan Poe,2,CTT,53,2,26.5,26,27
X051,P.S. 051 Bronx New School,2,GEN ED,46,2,23,22,24
X054,P.S. / I.S. 54,2,GEN ED,79,3,26.3,25,29
X056,P.S. 056 Norwood Heights,2,GEN ED,87,3,29,28,30
X059,P.S. 059 The Community School of Technology,2,GEN ED,41,2,20.5,20,21
X081,P.S. 081 Robert J. Christen,2,GEN ED,107,4,26.8,26,28
X085,P.S. 085 Great Expectations,2,GEN ED,147,5,29.4,29,30
X085,P.S. 085 Great Expectations,2,CTT,26,1,26,26,26
X086,P.S. 086 Kingsbridge Heights,2,GEN ED,205,7,29.3,28,31
X091,P.S. 091 Bronx,2,GEN ED,104,5,20.8,16,24
X094,P.S. 094 Kings College School,2,GEN ED,161,6,26.8,26,27
X095,P.S. 095 Sheila Mencher,2,GEN ED,92,4,23,20,28
X095,P.S. 095 Sheila Mencher,2,CTT,23,1,23,23,23
X159,P.S. 159 Luis Munoz Marin Biling,2,GEN ED,27,2,13.5,9,18
X159,P.S. 159 Luis Munoz Marin Biling,2,CTT,10,1,10,10,10
X205,P.S. 205 Fiorello Laguardia,2,GEN ED,121,5,24.2,23,26
X205,P.S. 205 Fiorello Laguardia,2,CTT,24,1,24,24,24
X207,P.S. 207,2,GEN ED,125,6,20.8,16,26
X209,P.S. 209,2,GEN ED,52,2,26,25,27
X226,P.S. 226,2,GEN ED,58,3,19.3,19,20
X226,P.S. 226,2,CTT,22,1,22,22,22
X306,P.S. 306,2,GEN ED,73,3,24.3,24,25
X246,P.S. 246 Poe Center,2,GEN ED,106,5,21.2,18,23
X279,P.S. 279 Captain Manuel Rivera; Jr.,2,GEN ED,81,3,27,26,28
X279,P.S. 279 Captain Manuel Rivera; Jr.,2,CTT,26,1,26,26,26
X280,P.S./M.S. 280 Mosholu Parkway,2,GEN ED,88,3,29.3,29,30
X291,P.S. 291,2,GEN ED,116,5,23.2,20,25
X306,P.S. 306,2,CTT,25,1,25,25,25
X307,P.S. X307 - Eames Place,2,GEN ED,53,2,26.5,26,27
X310,P.S. 310 Marble Hill,2,GEN ED,90,4,22.5,22,23
X310,P.S. 310 Marble Hill,2,CTT,22,1,22,22,22
X315,P.S. 315 Lab School,2,GEN ED,23,1,23,23,23
X340,P.S. 340,2,GEN ED,82,3,27.3,26,28
X344,Ampark Neighborhood,2,GEN ED,24,1,24,24,24
X360,P.S. 360,2,GEN ED,61,3,20.3,16,24
X382,Elementary School for Math; Science; and Technology,2,GEN ED,58,3,19.3,19,20
X386,School for Environmental Citizenship,2,GEN ED,37,2,18.5,17,20
X386,School for Environmental Citizenship,2,CTT,29,1,29,29,29
X396,P.S. 396,2,GEN ED,19,1,19,19,19
X396,P.S. 396,2,CTT,32,2,16,15,17
X016,P.S. 016 Wakefield,2,GEN ED,64,3,21.3,21,22
X016,P.S. 016 Wakefield,2,CTT,23,1,23,23,23
X019,P.S. 019 Judith K. Weiss,2,GEN ED,28,1,28,28,28
X019,P.S. 019 Judith K. Weiss,2,CTT,22,1,22,22,22
X021,P.S. 021 Philip H. Sheridan,2,GEN ED,142,5,28.4,28,29
X041,P.S. 041 Gun Hill Road,2,GEN ED,123,5,24.6,23,27
X041,P.S. 041 Gun Hill Road,2,CTT,25,1,25,25,25
X068,P.S. 068 Bronx,2,GEN ED,98,4,24.5,24,25
X068,P.S. 068 Bronx,2,CTT,32,2,16,16,16
X076,P.S. 076 The Bennington School,2,GEN ED,167,7,23.9,17,27
X078,P.S. 078 Anne Hutchinson,2,GEN ED,97,4,24.3,23,25
X078,P.S. 078 Anne Hutchinson,2,CTT,26,1,26,26,26
X083,P.S. 083 Donald Hertz,2,GEN ED,136,5,27.2,26,28
X083,P.S. 083 Donald Hertz,2,CTT,27,1,27,27,27
X087,P.S. 087 Bronx,2,GEN ED,66,3,22,21,23
X087,P.S. 087 Bronx,2,CTT,20,1,20,20,20
X089,P.S. 089 Bronx,2,GEN ED,110,5,22,19,26
X089,P.S. 089 Bronx,2,CTT,42,2,21,19,23
X096,P.S. 096 Richard Rodgers,2,GEN ED,134,5,26.8,26,27
X096,P.S. 096 Richard Rodgers,2,CTT,29,1,29,29,29
X097,P.S. 097 Bronx,2,GEN ED,78,3,26,25,27
X097,P.S. 097 Bronx,2,CTT,23,1,23,23,23
X103,P.S. 103 Hector Fontanez,2,GEN ED,143,6,23.8,19,25
X103,P.S. 103 Hector Fontanez,2,CTT,22,1,22,22,22
X105,P.S. 105 Sen Abraham Bernstein,2,GEN ED,216,9,24,16,27
X105,P.S. 105 Sen Abraham Bernstein,2,CTT,27,1,27,27,27
X106,P.S. 106 Parkchester,2,GEN ED,162,7,23.1,18,25
X106,P.S. 106 Parkchester,2,CTT,24,1,24,24,24
X108,P.S. 108 Philip J. Abinanti,2,GEN ED,89,4,22.3,22,23
X111,P.S. 111 Seton Falls,2,GEN ED,57,2,28.5,28,29
X111,P.S. 111 Seton Falls,2,CTT,22,1,22,22,22
X112,P.S. 112 Bronxwood,2,GEN ED,83,4,20.8,20,21
X121,P.S. 121 Throop,2,GEN ED,115,5,23,22,24
X121,P.S. 121 Throop,2,CTT,24,1,24,24,24
X121,P.S. 121 Throop,2,G&T,21,1,21,21,21
X153,P.S. 153 Helen Keller,2,GEN ED,41,2,20.5,20,21
X153,P.S. 153 Helen Keller,2,CTT,23,1,23,23,23
X153,P.S. 153 Helen Keller,2,G&T,24,1,24,24,24
X160,P.S. 160 Walt Disney,2,GEN ED,38,2,19,19,19
X160,P.S. 160 Walt Disney,2,CTT,20,1,20,20,20
X169,BAYCHESTER ACADEMY,2,GEN ED,49,2,24.5,22,27
X175,P.S. 175 City Island,2,GEN ED,20,1,20,20,20
X175,P.S. 175 City Island,2,CTT,18,1,18,18,18
X178,P.S. 178 - Dr. Selman Waksman,2,GEN ED,43,2,21.5,20,23
X178,P.S. 178 - Dr. Selman Waksman,2,CTT,21,1,21,21,21
X189,Cornerstone Academy for Social Action,2,GEN ED,50,2,25,24,26
X194,PS/MS 194,2,GEN ED,150,6,25,25,25
X006,P.S. 006 West Farms,2,GEN ED,72,3,24,23,25
X006,P.S. 006 West Farms,2,CTT,25,1,25,25,25
X044,P.S. 044 David C. Farragut,2,GEN ED,40,2,20,20,20
X047,P.S. 047 John Randolph,2,GEN ED,182,7,26,23,27
X047,P.S. 047 John Randolph,2,CTT,26,1,26,26,26
X050,P.S. 050 Clara Barton,2,GEN ED,64,4,16,15,17
X057,P.S. 057 Crescent,2,GEN ED,61,3,20.3,17,22
X057,P.S. 057 Crescent,2,CTT,23,1,23,23,23
X061,P.S. 061 Francisco Oller,2,GEN ED,45,2,22.5,22,23
X061,P.S. 061 Francisco Oller,2,CTT,16,1,16,16,16
X066,P.S. 066 School of Higher Expectations,2,GEN ED,76,4,19,17,24
X066,P.S. 066 School of Higher Expectations,2,CTT,21,1,21,21,21
X067,P.S. 067 Mohegan School,2,GEN ED,97,5,19.4,18,21
X067,P.S. 067 Mohegan School,2,CTT,19,1,19,19,19
X092,P.S. 092 Bronx,2,GEN ED,38,3,12.7,12,13
X092,P.S. 092 Bronx,2,CTT,12,1,12,12,12
X102,P.S. 102 Joseph O. Loretan,2,GEN ED,108,5,21.6,10,27
X102,P.S. 102 Joseph O. Loretan,2,CTT,17,1,17,17,17
X134,P.S. 134 George F. Bristow,2,GEN ED,82,3,27.3,27,28
X134,P.S. 134 George F. Bristow,2,CTT,22,1,22,22,22
X150,P.S. 150 Charles James Fox,2,GEN ED,127,5,25.4,25,26
X150,P.S. 150 Charles James Fox,2,CTT,20,1,20,20,20
X195,P.S. 195,2,GEN ED,103,5,20.6,15,23
X196,P.S. 196,2,GEN ED,131,5,26.2,26,27
X196,P.S. 196,2,CTT,23,1,23,23,23
X211,P.S. 211,2,GEN ED,48,3,16,7,22
X212,P.S. 212,2,GEN ED,31,2,15.5,15,16
X214,P.S. 214,2,GEN ED,43,2,21.5,21,22
X214,P.S. 214,2,G&T,21,1,21,21,21
X300,The School of Science and Applied Learning,2,GEN ED,66,3,22,21,23
X463,URBAN SCHOLARS COMMUNITY SCHOOL,2,GEN ED,44,2,22,22,22
X691,Bronx Little School,2,GEN ED,40,2,20,18,22
K003,P.S. 003 The Bedford Village,2,GEN ED,75,4,18.8,17,21
K003,P.S. 003 The Bedford Village,2,CTT,19,1,19,19,19
K008,P.S. 008 Robert Fulton,2,GEN ED,91,4,22.8,22,24
K008,P.S. 008 Robert Fulton,2,CTT,25,1,25,25,25
K009,P.S. 009 Teunis G. Bergen,2,GEN ED,59,3,19.7,19,21
K009,P.S. 009 Teunis G. Bergen,2,CTT,19,1,19,19,19
K011,P.S. 011 Purvis J. Behan,2,GEN ED,72,3,24,23,25
K020,P.S. 020 Clinton Hill,2,GEN ED,49,2,24.5,23,26
K044,P.S. 044 Marcus Garvey,2,GEN ED,55,3,18.3,15,20
K046,P.S. 046 Edward C. Blum,2,GEN ED,49,3,16.3,15,19
K054,P.S. 054 Samuel C. Barnes,2,GEN ED,18,1,18,18,18
K054,P.S. 054 Samuel C. Barnes,2,CTT,22,1,22,22,22
K056,P.S. 056 Lewis H. Latimer,2,GEN ED,37,2,18.5,17,20
K067,P.S. 067 Charles A. Dorsey,2,GEN ED,38,2,19,18,20
K093,P.S. 093 William H. Prescott,2,GEN ED,54,2,27,27,27
K133,P.S. 133 William A. Butler,2,GEN ED,16,1,16,16,16
K133,P.S. 133 William A. Butler,2,CTT,20,1,20,20,20
K256,P.S. 256 Benjamin Banneker,2,GEN ED,67,3,22.3,21,24
K270,P.S. 270 Johann DeKalb,2,GEN ED,33,2,16.5,16,17
K282,P.S. 282 Park Slope,2,GEN ED,91,3,30.3,29,31
K282,P.S. 282 Park Slope,2,G&T,19,1,19,19,19
K287,P.S. 287 Bailey K. Ashford,2,GEN ED,20,1,20,20,20
K287,P.S. 287 Bailey K. Ashford,2,CTT,12,1,12,12,12
K305,P.S. 305 Dr. Peter Ray,2,GEN ED,53,3,17.7,17,18
K307,P.S. 307 Daniel Hale Williams,2,GEN ED,17,1,17,17,17
K307,P.S. 307 Daniel Hale Williams,2,CTT,16,1,16,16,16
K016,P.S. 016 Leonard Dunkly,2,GEN ED,58,3,19.3,16,21
K017,P.S. 017 Henry D. Woodworth,2,GEN ED,27,1,27,27,27
K017,P.S. 017 Henry D. Woodworth,2,CTT,26,1,26,26,26
K018,P.S. 018 Edward Bush,2,GEN ED,31,1,31,31,31
K019,P.S. 019 Roberto Clemente,2,GEN ED,76,3,25.3,25,26
K023,P.S. 023 Carter G. Woodson,2,GEN ED,48,2,24,23,25
K031,P.S. 031 Samuel F. Dupont,2,GEN ED,77,3,25.7,22,29
K034,P.S. 034 Oliver H. Perry,2,GEN ED,87,4,21.8,18,25
K059,P.S. 059 William Floyd,2,GEN ED,46,2,23,22,24
K059,P.S. 059 William Floyd,2,CTT,22,1,22,22,22
K084,P.S. 084 Jose De Diego,2,GEN ED,58,3,19.3,18,21
K110,P.S. 110 The Monitor,2,GEN ED,37,2,18.5,17,20
K110,P.S. 110 The Monitor,2,CTT,19,1,19,19,19
K120,P.S. 120 Carlos Tapia,2,GEN ED,64,3,21.3,20,22
K132,P.S. 132 The Conselyea School,2,GEN ED,110,4,27.5,27,28
K132,P.S. 132 The Conselyea School,2,G&T,18,1,18,18,18
K147,P.S. 147 Isaac Remsen,2,GEN ED,29,2,14.5,14,15
K157,P.S. 157 Benjamin Franklin,2,GEN ED,43,2,21.5,21,22
K157,P.S. 157 Benjamin Franklin,2,CTT,19,1,19,19,19
K196,P.S. 196 Ten Eyck,2,GEN ED,45,2,22.5,21,24
K196,P.S. 196 Ten Eyck,2,CTT,22,1,22,22,22
K250,P.S. 250 George H. Lindsay,2,GEN ED,138,5,27.6,25,29
K257,P.S. 257 John F. Hylan,2,GEN ED,79,4,19.8,16,24
K297,P.S. 297 Abraham Stockton,2,GEN ED,25,1,25,25,25
K297,P.S. 297 Abraham Stockton,2,CTT,21,1,21,21,21
K380,P.S. 380 John Wayne Elementary,2,GEN ED,79,4,19.8,19,21
K001,P.S. 001 The Bergen,2,GEN ED,151,7,21.6,18,23
K001,P.S. 001 The Bergen,2,CTT,26,1,26,26,26
K010,Magnet School of Math; Science and Design Technology,2,GEN ED,97,4,24.3,24,25
K010,Magnet School of Math; Science and Design Technology,2,CTT,25,1,25,25,25
K015,P.S. 015 Patrick F. Daly,2,GEN ED,19,1,19,19,19
K015,P.S. 015 Patrick F. Daly,2,CTT,20,1,20,20,20
K024,P.S. 024,2,GEN ED,119,5,23.8,23,25
K029,P.S. 029 John M. Harrigan,2,GEN ED,69,3,23,23,23
K029,P.S. 029 John M. Harrigan,2,CTT,22,1,22,22,22
K032,P.S. 032 Samuels Mills Sprole,2,CTT,42,3,14,13,15
K038,P.S. 038 The Pacific,2,GEN ED,46,2,23,23,23
K039,P.S. 039 Henry Bristow,2,GEN ED,47,2,23.5,23,24
K058,P.S. 058 The Carroll,2,GEN ED,102,4,25.5,24,27
K058,P.S. 058 The Carroll,2,CTT,26,1,26,26,26
K094,P.S. 094 The Henry Longfellow,2,GEN ED,193,8,24.1,22,27
K107,P.S. 107 John W. Kimball,2,GEN ED,84,4,21,20,22
